time [MJD]                x [AU]                    y [AU]                    z [AU]                   
48079.0963367477          0.260829244856321         -0.982614339715451        -4.37976242649791e-05    
48079.6222626736          0.269460652744309         -0.98026132699439         2.69399656863733e-05     
48080.1481885995          0.27804252534198          -0.97786799273561         -6.03738863606357e-05    
48080.6741145255          0.286512536711744         -0.975407899392783        -1.05451581786284e-05    
48081.2000404514          0.295113806733014         -0.972822426116538        6.6607106945856e-06      
48081.7259663773          0.303569913337311         -0.970222028568422        -6.79480360022582e-05    
48082.2518923032          0.312019504129195         -0.967513351575245        1.77059553621975e-05     
48082.7778182292          0.320543284232038         -0.96471309727267         -2.76435606896126e-05    
48083.3037441551          0.328889868164469         -0.961895538516017        -5.11333936451e-05       
48083.829670081           0.337324741337107         -0.958939607917862        2.60381878918619e-05     
48084.3555960069          0.345728142228729         -0.955938815014604        -5.8536744872521e-05     
48084.8815219329          0.354000066703688         -0.95288812256316         -1.87688631941061e-05    
48085.4074478588          0.362395628623332         -0.949698213586815        9.8686059761953e-06      
48085.9333737847          0.370659069172685         -0.946500398483388        -7.02379734799013e-05    
48086.4592997107          0.378888840078248         -0.943203401852749        1.21824735779336e-05     
48086.9852256366          0.387200299596195         -0.939800169806719        -2.26645572333972e-05    
48087.5111515625          0.395334112625773         -0.936395689390491        -5.67718259039801e-05    
48088.0370774884          0.403532334327122         -0.932850450974864        2.5521682938191e-05      
48088.5630034144          0.411715067176659         -0.929252673989091        -5.47221203186891e-05    
48089.0889293403          0.419750658062083         -0.925623215160146        -2.50271734820021e-05    
48089.6148552662          0.427898097897545         -0.921842469078011        1.43575174124385e-05     
48090.1407811921          0.435927415916031         -0.918057730755394        -6.95055705642189e-05    
48090.6667071181          0.443897734488421         -0.914186219224928        8.65276385974301e-06     
48091.192633044           0.451952760893374         -0.91019333888294         -1.53722608538543e-05    
48091.7185590394          0.459832946754482         -0.906213831880906        -5.90228272416931e-05    
48092.2444849653          0.46775252996577          -0.90209499881369         2.69755377542703e-05     
48092.7704108912          0.475669860532602         -0.897913764893941        -4.78172097896522e-05    
48093.2963368171          0.483428233376003         -0.893720117936612        -2.82530171461609e-05    
48093.8222627431          0.491283185618246         -0.889365901269036        2.07847438147445e-05     
48094.348188669           0.499034176461096         -0.885009044372189        -6.55031275451178e-05    
48094.8741145949          0.506703435434192         -0.880581058860204        7.25359169789498e-06     
48095.4000405208          0.514456284905071         -0.876017325698957        -6.21574197132584e-06    
48095.9259664468          0.522040045657924         -0.871480147941866        -5.86059590719569e-05    
48096.4518923727          0.529638341189475         -0.866809199015982        2.94383214250399e-05     
48096.9778182986          0.537244931230962         -0.862064670620834        -3.93159726247152e-05    
48097.5037442245          0.544684987581284         -0.857327641968788        -3.00870445757552e-05    
48098.0296701505          0.552204145834807         -0.852424048201244        2.72351278223078e-05     
48098.5555960764          0.55963361399863          -0.847516756555387        -6.05105890210445e-05    
48099.0815220023          0.566962122905387         -0.84255662137903         5.70080105622242e-06     
48099.6074479282          0.574369852756832         -0.837447522844498        2.29711773311833e-06     
48100.1333738542          0.581617101618629         -0.832376130431707        -5.81310281585317e-05    
48100.6592997801          0.588855251909438         -0.827180109502925        3.04145933866642e-05     
48101.185225706           0.596109754374922         -0.821898145089954        -3.18461445419847e-05    
48101.7111516319          0.603194383255242         -0.816643168004964        -3.29499246516995e-05    
48102.2370775579          0.610339320571827         -0.811218668640793        3.13978750357037e-05     
48102.7630034838          0.61740843040671          -0.805786792820552        -5.6792031854479e-05     
48103.2889294097          0.624361149857502         -0.800321870673841        2.12477466239232e-06     
48103.8148553935          0.631385776167857         -0.794696081797972        8.30545693321259e-06     
48104.3407813194          0.638260565601661         -0.789116554314457        -5.91598447709125e-05    
48104.8667072454          0.645104443619202         -0.783424389401736        2.86939821393305e-05     
48105.3926331713          0.65196981512187          -0.777633096195859        -2.66050390165701e-05    
48105.9185591435          0.658665703286831         -0.771887046111442        -3.76164972361164e-05    
48106.4444850694          0.665402315889494         -0.76597144433426         3.27015487569662e-05     
48106.9704109954          0.672075779362148         -0.76004234215322         -5.48190169951979e-05    
48107.4963369213          0.678621165294857         -0.754100791687703        -3.55378567069824e-06    
48108.0222628472          0.685228447312674         -0.747988094998698        1.18672311049825e-05     
48108.5481887732          0.691697801874506         -0.741927444125908        -6.1486267828112e-05     
48109.0741146991          0.698116549833824         -0.735768561381731        2.48223698352211e-05     
48109.600040625           0.704558925084359         -0.729496955070929        -2.29751381760469e-05    
48110.1259665509          0.710835350335193         -0.723287143076345        -4.32394196451458e-05    
48110.6518924769          0.717132595224977         -0.716910561727407        3.22392207687324e-05     
48111.1778184028          0.723377673500838         -0.710512203392098        -5.34487050888488e-05    
48111.7037443287          0.729486515819206         -0.704122120544336        -9.86987898959018e-06    
48112.2296702546          0.735644857624222         -0.697552482118488        1.45134115225321e-05     
48112.7555961806          0.741677632839711         -0.691037895850427        -6.34346428714931e-05    
48113.2815221065          0.74764240589292          -0.684441280639025        2.07526850745457e-05     
48113.8074480324          0.753629753712131         -0.67771848835296         -1.90878134439236e-05    
48114.3333739583          0.759457054574699         -0.671071947170758        -4.76853146999041e-05    
48114.8592998843          0.765285317965982         -0.664264048813303        3.22286336233646e-05     
48115.3852258102          0.771069974026693         -0.657424535990161        -5.05536714067393e-05    
48115.9111517361          0.776713363728218         -0.650613622729859        -1.44774480220117e-05    
48116.4370777315          0.782391656784744         -0.643617014373846        1.84772692848706e-05     
48116.9630036574          0.787956291459866         -0.636676036196292        -6.28608590062712e-05    
48117.4889295833          0.793437822783488         -0.62967081027821         1.86873820240949e-05     
48118.0148555093          0.798937592868574         -0.622526822247055        -1.2959891066247e-05     
