T		 band 1		 band 2		 band 3		 band 4		 band 5		 band 6		 band 7		 band 8		 band 9		 band 10
651.51     1.75951    1.08237    1.01157    0.99400    1.02676    1.67958    1.40260    1.18414    0.95425    1.05340   
656.28     1.74348    1.08069    1.01077    0.99414    1.02780    1.68160    1.40302    1.18425    0.95426    1.05342   
661.06     1.72791    1.07906    1.00999    0.99428    1.02884    1.68359    1.40343    1.18435    0.95428    1.05345   
665.83     1.71279    1.07746    1.00924    0.99442    1.02986    1.68555    1.40383    1.18446    0.95429    1.05347   
670.60     1.69810    1.07590    1.00852    0.99456    1.03088    1.68749    1.40423    1.18456    0.95430    1.05349   
675.38     1.68383    1.07438    1.00781    0.99470    1.03188    1.68939    1.40462    1.18466    0.95431    1.05352   
680.15     1.66996    1.07290    1.00713    0.99484    1.03287    1.69127    1.40501    1.18476    0.95433    1.05354   
684.92     1.65648    1.07145    1.00647    0.99498    1.03385    1.69312    1.40539    1.18486    0.95434    1.05356   
689.70     1.64337    1.07003    1.00583    0.99512    1.03482    1.69495    1.40576    1.18495    0.95435    1.05358   
694.47     1.63061    1.06864    1.00521    0.99526    1.03578    1.69675    1.40613    1.18505    0.95436    1.05361   
699.25     1.61820    1.06728    1.00461    0.99539    1.03673    1.69852    1.40650    1.18514    0.95437    1.05363   
704.02     1.60613    1.06596    1.00402    0.99553    1.03767    1.70028    1.40686    1.18523    0.95438    1.05365   
708.79     1.59437    1.06466    1.00346    0.99567    1.03860    1.70200    1.40721    1.18532    0.95440    1.05367   
713.57     1.58292    1.06340    1.00291    0.99580    1.03953    1.70371    1.40756    1.18541    0.95441    1.05369   
718.34     1.57178    1.06216    1.00238    0.99593    1.04044    1.70539    1.40790    1.18550    0.95442    1.05371   
723.12     1.56092    1.06095    1.00187    0.99607    1.04134    1.70705    1.40825    1.18559    0.95443    1.05373   
727.89     1.55034    1.05976    1.00137    0.99620    1.04223    1.70869    1.40858    1.18567    0.95444    1.05375   
732.66     1.54002    1.05860    1.00089    0.99633    1.04311    1.71030    1.40891    1.18576    0.95445    1.05377   
737.44     1.52997    1.05747    1.00042    0.99646    1.04399    1.71189    1.40924    1.18584    0.95446    1.05379   
742.21     1.52017    1.05636    0.99997    0.99659    1.04485    1.71347    1.40956    1.18593    0.95447    1.05381   
746.98     1.51062    1.05527    0.99953    0.99672    1.04571    1.71502    1.40988    1.18601    0.95448    1.05383   
751.76     1.50129    1.05420    0.99910    0.99685    1.04655    1.71655    1.41020    1.18609    0.95449    1.05384   
756.53     1.49220    1.05316    0.99869    0.99698    1.04739    1.71807    1.41051    1.18617    0.95450    1.05386   
761.31     1.48333    1.05214    0.99829    0.99711    1.04822    1.71956    1.41081    1.18625    0.95451    1.05388   
766.08     1.47467    1.05114    0.99791    0.99723    1.04904    1.72104    1.41111    1.18632    0.95452    1.05390   
770.85     1.46621    1.05016    0.99753    0.99736    1.04986    1.72249    1.41141    1.18640    0.95453    1.05392   
775.63     1.45796    1.04920    0.99717    0.99748    1.05066    1.72393    1.41171    1.18648    0.95454    1.05393   
780.40     1.44990    1.04826    0.99681    0.99761    1.05146    1.72535    1.41200    1.18655    0.95455    1.05395   
785.18     1.44202    1.04734    0.99647    0.99773    1.05224    1.72676    1.41229    1.18662    0.95456    1.05397   
789.95     1.43433    1.04644    0.99614    0.99785    1.05302    1.72814    1.41257    1.18670    0.95456    1.05398   
794.72     1.42682    1.04555    0.99582    0.99797    1.05380    1.72951    1.41285    1.18677    0.95457    1.05400   
799.50     1.41948    1.04469    0.99551    0.99809    1.05456    1.73087    1.41313    1.18684    0.95458    1.05402   
804.27     1.41230    1.04384    0.99521    0.99821    1.05532    1.73220    1.41340    1.18691    0.95459    1.05403   
809.05     1.40528    1.04300    0.99492    0.99833    1.05606    1.73352    1.41367    1.18698    0.95460    1.05405   
813.82     1.39843    1.04219    0.99464    0.99845    1.05681    1.73483    1.41394    1.18705    0.95461    1.05406   
818.59     1.39172    1.04139    0.99437    0.99857    1.05754    1.73612    1.41420    1.18712    0.95462    1.05408   
823.37     1.38516    1.04060    0.99410    0.99869    1.05827    1.73739    1.41447    1.18718    0.95462    1.05409   
828.14     1.37874    1.03983    0.99385    0.99880    1.05899    1.73865    1.41472    1.18725    0.95463    1.05411   
832.91     1.37246    1.03907    0.99360    0.99892    1.05970    1.73989    1.41498    1.18732    0.95464    1.05412   
837.69     1.36632    1.03833    0.99336    0.99903    1.06040    1.74112    1.41523    1.18738    0.95465    1.05414   
842.46     1.36031    1.03761    0.99312    0.99914    1.06110    1.74234    1.41548    1.18744    0.95466    1.05415   
847.24     1.35442    1.03689    0.99290    0.99926    1.06179    1.74354    1.41573    1.18751    0.95466    1.05417   
852.01     1.34866    1.03619    0.99268    0.99937    1.06248    1.74473    1.41597    1.18757    0.95467    1.05418   
856.78     1.34302    1.03550    0.99247    0.99948    1.06316    1.74590    1.41621    1.18763    0.95468    1.05420   
861.56     1.33750    1.03483    0.99227    0.99959    1.06383    1.74706    1.41645    1.18769    0.95469    1.05421   
866.33     1.33209    1.03417    0.99207    0.99970    1.06449    1.74821    1.41668    1.18775    0.95469    1.05423   
871.11     1.32680    1.03352    0.99188    0.99981    1.06515    1.74935    1.41692    1.18781    0.95470    1.05424   
875.88     1.32161    1.03288    0.99170    0.99992    1.06581    1.75047    1.41715    1.18787    0.95471    1.05425   
880.65     1.31652    1.03225    0.99152    1.00002    1.06645    1.75158    1.41737    1.18793    0.95472    1.05427   
885.43     1.31154    1.03163    0.99135    1.00013    1.06709    1.75268    1.41760    1.18799    0.95472    1.05428   
890.20     1.30666    1.03103    0.99118    1.00023    1.06773    1.75376    1.41782    1.18804    0.95473    1.05429   
894.97     1.30188    1.03044    0.99102    1.00034    1.06835    1.75484    1.41804    1.18810    0.95474    1.05431   
899.75     1.29719    1.02985    0.99086    1.00044    1.06897    1.75590    1.41826    1.18816    0.95474    1.05432   
904.52     1.29259    1.02928    0.99071    1.00055    1.06959    1.75695    1.41847    1.18821    0.95475    1.05433   
909.30     1.28808    1.02872    0.99057    1.00065    1.07020    1.75799    1.41869    1.18827    0.95476    1.05434   
914.07     1.28366    1.02816    0.99043    1.00075    1.07081    1.75902    1.41890    1.18832    0.95476    1.05436   
918.84     1.27932    1.02762    0.99029    1.00085    1.07140    1.76004    1.41911    1.18837    0.95477    1.05437   
923.62     1.27507    1.02709    0.99016    1.00095    1.07200    1.76105    1.41931    1.18843    0.95478    1.05438   
928.39     1.27090    1.02656    0.99004    1.00105    1.07259    1.76204    1.41952    1.18848    0.95478    1.05439   
933.17     1.26681    1.02605    0.98992    1.00115    1.07317    1.76303    1.41972    1.18853    0.95479    1.05440   
937.94     1.26279    1.02554    0.98980    1.00125    1.07374    1.76400    1.41992    1.18858    0.95480    1.05442   
942.71     1.25885    1.02504    0.98969    1.00134    1.07432    1.76497    1.42012    1.18863    0.95480    1.05443   
947.49     1.25499    1.02455    0.98958    1.00144    1.07488    1.76593    1.42031    1.18868    0.95481    1.05444   
952.26     1.25119    1.02407    0.98947    1.00154    1.07544    1.76687    1.42051    1.18873    0.95481    1.05445   
957.04     1.24747    1.02360    0.98937    1.00163    1.07600    1.76781    1.42070    1.18878    0.95482    1.05446   
961.81     1.24381    1.02313    0.98928    1.00173    1.07655    1.76874    1.42089    1.18883    0.95483    1.05447   
966.58     1.24022    1.02267    0.98918    1.00182    1.07710    1.76965    1.42108    1.18888    0.95483    1.05448   
971.36     1.23669    1.02222    0.98910    1.00191    1.07764    1.77056    1.42127    1.18893    0.95484    1.05450   
976.13     1.23323    1.02178    0.98901    1.00200    1.07818    1.77146    1.42145    1.18898    0.95484    1.05451   
980.90     1.22983    1.02135    0.98893    1.00210    1.07871    1.77235    1.42163    1.18902    0.95485    1.05452   
985.68     1.22649    1.02092    0.98885    1.00219    1.07923    1.77323    1.42181    1.18907    0.95486    1.05453   
990.45     1.22321    1.02050    0.98877    1.00228    1.07976    1.77411    1.42199    1.18912    0.95486    1.05454   
995.23     1.21999    1.02008    0.98870    1.00237    1.08027    1.77497    1.42217    1.18916    0.95487    1.05455   
1000.00    1.21682    1.01967    0.98863    1.00246    1.08079    1.77583    1.42235    1.18921    0.95487    1.05456   
